SpectraSuite Data File
++++++++++++++++++++++++++++++++++++
Date: Sat Dec 14 19:02:25 CET 2019
User: fiberoptics
Dark Spectrum Present: No
Reference Spectrum Present: No
Number of Sampled Component Spectra: 1
Spectrometers: QEPB0198
Integration Time (usec): 100000 (QEPB0198)
Spectra Averaged: 1 (QEPB0198)
Boxcar Smoothing: 0 (QEPB0198)
Correct for Electrical Dark: No (QEPB0198)
Strobe/Lamp Enabled: No (QEPB0198)
Correct for Detector Non-linearity: No (QEPB0198)
Correct for Stray Light: No (QEPB0198)
Number of Pixels in Processed Spectrum: 1044
>>>>>Begin Processed Spectral Data<<<<<
348.19	2548.00
348.97	2539.00
349.76	2550.00
350.55	2545.00
351.34	2537.00
352.12	2547.00
352.91	2547.00
353.70	2546.00
354.48	2543.00
355.27	2540.00
356.06	2552.00
356.84	2552.00
357.63	2555.00
358.42	2552.00
359.20	2556.00
359.99	2557.00
360.77	2553.00
361.56	2543.00
362.35	2547.00
363.13	2555.00
363.92	2560.00
364.70	2555.00
365.49	2552.00
366.28	2558.00
367.06	2556.00
367.85	2559.00
368.63	2560.00
369.42	2556.00
370.20	2555.00
370.99	2557.00
371.77	2562.00
372.56	2561.00
373.35	2562.00
374.13	2573.00
374.92	2567.00
375.70	2568.00
376.49	2572.00
377.27	2573.00
378.06	2581.00
378.84	2581.00
379.62	2588.00
380.41	2592.00
381.19	2593.00
381.98	2602.00
382.76	2597.00
383.55	2607.00
384.33	2609.00
385.12	2623.00
385.90	2627.00
386.68	2640.00
387.47	2635.00
388.25	2650.00
389.04	2653.00
389.82	2669.00
390.60	2674.00
391.39	2680.00
392.17	2697.00
392.95	2707.00
393.74	2722.00
394.52	2729.00
395.30	2753.00
396.09	2752.00
396.87	2781.00
397.65	2808.00
398.44	2829.00
399.22	2855.00
400.00	2878.00
400.79	2923.00
401.57	2965.00
402.35	3007.00
403.13	3049.00
403.92	3126.00
404.70	3198.00
405.48	3280.00
406.26	3397.00
407.05	3502.00
407.83	3637.00
408.61	3778.00
409.39	3960.00
410.18	4148.00
410.96	4342.00
411.74	4602.00
412.52	4886.00
413.30	5158.00
414.08	5506.00
414.87	5837.00
415.65	6250.00
416.43	6707.00
417.21	7161.00
417.99	7634.00
418.77	8234.00
419.56	8774.00
420.34	9426.00
421.12	10074.00
421.90	10803.00
422.68	11526.00
423.46	12314.00
424.24	13080.00
425.02	13968.00
425.80	14864.00
426.58	15777.00
427.36	16663.00
428.14	17598.00
428.93	18573.00
429.71	19512.00
430.49	20522.00
431.27	21502.00
432.05	22446.00
432.83	23424.00
433.61	24281.00
434.39	25271.00
435.17	26099.00
435.95	26997.00
436.73	27834.00
437.51	28615.00
438.29	29453.00
439.07	30236.00
439.85	30901.00
440.62	31631.00
441.40	32344.00
442.18	33028.00
442.96	33761.00
443.74	34445.00
444.52	35029.00
445.30	35586.00
446.08	36238.00
446.86	36664.00
447.64	37037.00
448.42	37249.00
449.19	37366.00
449.97	37358.00
450.75	37103.00
451.53	36771.00
452.31	36306.00
453.09	35620.00
453.87	34875.00
454.64	33964.00
455.42	32944.00
456.20	31861.00
456.98	30719.00
457.76	29542.00
458.53	28377.00
459.31	27268.00
460.09	26169.00
460.87	25092.00
461.65	24150.00
462.42	23160.00
463.20	22321.00
463.98	21519.00
464.76	20702.00
465.53	20058.00
466.31	19395.00
467.09	18781.00
467.86	18206.00
468.64	17650.00
469.42	17133.00
470.20	16666.00
470.97	16198.00
471.75	15735.00
472.53	15282.00
473.30	14861.00
474.08	14532.00
474.86	14160.00
475.63	13814.00
476.41	13481.00
477.18	13179.00
477.96	12944.00
478.74	12719.00
479.51	12560.00
480.29	12378.00
481.07	12281.00
481.84	12119.00
482.62	12024.00
483.39	12017.00
484.17	11963.00
484.94	11999.00
485.72	12015.00
486.50	12045.00
487.27	12119.00
488.05	12219.00
488.82	12318.00
489.60	12446.00
490.37	12625.00
491.15	12833.00
491.92	13063.00
492.70	13269.00
493.47	13509.00
494.25	13767.00
495.02	14110.00
495.80	14426.00
496.57	14761.00
497.35	15214.00
498.12	15601.00
498.89	16014.00
499.67	16478.00
500.44	16958.00
501.22	17418.00
501.99	17966.00
502.77	18471.00
503.54	19001.00
504.31	19537.00
505.09	20140.00
505.86	20769.00
506.63	21339.00
507.41	21887.00
508.18	22483.00
508.96	23077.00
509.73	23669.00
510.50	24246.00
511.28	24877.00
512.05	25557.00
512.82	26046.00
513.59	26655.00
514.37	27233.00
515.14	27837.00
515.91	28350.00
516.69	28953.00
517.46	29370.00
518.23	29984.00
519.00	30492.00
519.78	31091.00
520.55	31595.00
521.32	32061.00
522.09	32553.00
522.87	33085.00
523.64	33567.00
524.41	34075.00
525.18	34439.00
525.95	34968.00
526.73	35381.00
527.50	35750.00
528.27	36161.00
529.04	36517.00
529.81	36871.00
530.59	37271.00
531.36	37641.00
532.13	37961.00
532.90	38270.00
533.67	38602.00
534.44	38842.00
535.21	39204.00
535.98	39513.00
536.76	39778.00
537.53	40011.00
538.30	40271.00
539.07	40540.00
539.84	40815.00
540.61	40915.00
541.38	41189.00
542.15	41358.00
542.92	41581.00
543.69	41759.00
544.46	41898.00
545.23	42044.00
546.00	42167.00
546.77	42316.00
547.54	42427.00
548.31	42596.00
549.08	42782.00
549.85	42865.00
550.62	42987.00
551.39	43055.00
552.16	43170.00
552.93	43262.00
553.70	43349.00
554.47	43405.00
555.24	43493.00
556.01	43444.00
556.78	43481.00
557.55	43646.00
558.32	43566.00
559.09	43571.00
559.85	43642.00
560.62	43726.00
561.39	43689.00
562.16	43719.00
562.93	43692.00
563.70	43711.00
564.47	43651.00
565.23	43677.00
566.00	43635.00
566.77	43550.00
567.54	43631.00
568.31	43587.00
569.08	43506.00
569.84	43478.00
570.61	43359.00
571.38	43331.00
572.15	43302.00
572.92	43309.00
573.68	43157.00
574.45	42973.00
575.22	42961.00
575.99	42838.00
576.75	42776.00
577.52	42614.00
578.29	42544.00
579.05	42523.00
579.82	42351.00
580.59	42267.00
581.36	42136.00
582.12	42000.00
582.89	41942.00
583.66	41870.00
584.42	41736.00
585.19	41648.00
585.96	41525.00
586.72	41411.00
587.49	41334.00
588.26	41302.00
589.02	41108.00
589.79	41073.00
590.55	40915.00
591.32	40756.00
592.09	40686.00
592.85	40578.00
593.62	40463.00
594.38	40300.00
