SpectraSuite Data File
++++++++++++++++++++++++++++++++++++
Date: Sun Dec 15 16:08:15 CET 2019
User: fiberoptics
Dark Spectrum Present: No
Reference Spectrum Present: No
Number of Sampled Component Spectra: 1
Spectrometers: QEPB0198
Integration Time (usec): 100000 (QEPB0198)
Spectra Averaged: 1 (QEPB0198)
Boxcar Smoothing: 0 (QEPB0198)
Correct for Electrical Dark: No (QEPB0198)
Strobe/Lamp Enabled: No (QEPB0198)
Correct for Detector Non-linearity: No (QEPB0198)
Correct for Stray Light: No (QEPB0198)
Number of Pixels in Processed Spectrum: 1044
>>>>>Begin Processed Spectral Data<<<<<
348.19	2562.00
348.97	2559.00
349.76	2559.00
350.55	2558.00
351.34	2553.00
352.12	2562.00
352.91	2564.00
353.70	2561.00
354.48	2558.00
355.27	2560.00
356.06	2569.00
356.84	2563.00
357.63	2569.00
358.42	2569.00
359.20	2582.00
359.99	2594.00
360.77	2612.00
361.56	2649.00
362.35	2674.00
363.13	2690.00
363.92	2692.00
364.70	2696.00
365.49	2689.00
366.28	2683.00
367.06	2671.00
367.85	2647.00
368.63	2606.00
369.42	2596.00
370.20	2597.00
370.99	2589.00
371.77	2590.00
372.56	2593.00
373.35	2597.00
374.13	2608.00
374.92	2599.00
375.70	2613.00
376.49	2616.00
377.27	2615.00
378.06	2627.00
378.84	2635.00
379.62	2640.00
380.41	2641.00
381.19	2646.00
381.98	2661.00
382.76	2658.00
383.55	2669.00
384.33	2672.00
385.12	2689.00
385.90	2703.00
386.68	2718.00
387.47	2725.00
388.25	2737.00
389.04	2751.00
389.82	2774.00
390.60	2774.00
391.39	2790.00
392.17	2804.00
392.95	2828.00
393.74	2845.00
394.52	2866.00
395.30	2897.00
396.09	2907.00
396.87	2948.00
397.65	2981.00
398.44	3013.00
399.22	3097.00
400.00	3317.00
400.79	3766.00
401.57	4109.00
402.35	4271.00
403.13	4388.00
403.92	4522.00
404.70	4599.00
405.48	4613.00
406.26	4628.00
407.05	4543.00
407.83	4371.00
408.61	4305.00
409.39	4455.00
410.18	4658.00
410.96	4858.00
411.74	5129.00
412.52	5434.00
413.30	5785.00
414.08	6153.00
414.87	6558.00
415.65	7061.00
416.43	7562.00
417.21	8091.00
417.99	8684.00
418.77	9345.00
419.56	10013.00
420.34	10756.00
421.12	11568.00
421.90	12430.00
422.68	13286.00
423.46	14243.00
424.24	15251.00
425.02	16240.00
425.80	17357.00
426.58	18484.00
427.36	19610.00
428.14	20837.00
428.93	21988.00
429.71	23222.00
430.49	24638.00
431.27	26728.00
432.05	29824.00
432.83	32158.00
433.61	33581.00
434.39	34931.00
435.17	36154.00
435.95	37151.00
436.73	37966.00
437.51	38645.00
438.29	38882.00
439.07	38500.00
439.85	38895.00
440.62	39916.00
441.40	41067.00
442.18	42066.00
442.96	43200.00
443.74	44107.00
444.52	45007.00
445.30	45800.00
446.08	46423.00
446.86	46854.00
447.64	47190.00
448.42	47215.00
449.19	47037.00
449.97	46655.00
450.75	46057.00
451.53	45181.00
452.31	44241.00
453.09	43021.00
453.87	41657.00
454.64	40328.00
455.42	38674.00
456.20	37222.00
456.98	35704.00
457.76	34119.00
458.53	32784.00
459.31	31248.00
460.09	30016.00
460.87	28759.00
461.65	27567.00
462.42	26581.00
463.20	25590.00
463.98	24693.00
464.76	23828.00
465.53	23085.00
466.31	22329.00
467.09	21573.00
467.86	21001.00
468.64	20297.00
469.42	19734.00
470.20	19185.00
470.97	18680.00
471.75	18140.00
472.53	17696.00
473.30	17216.00
474.08	16844.00
474.86	16530.00
475.63	16193.00
476.41	15887.00
477.18	15688.00
477.96	15426.00
478.74	15242.00
479.51	15133.00
480.29	15019.00
481.07	14977.00
481.84	14971.00
482.62	14976.00
483.39	14992.00
484.17	15082.00
484.94	15106.00
485.72	15249.00
486.50	15430.00
487.27	15581.00
488.05	15751.00
488.82	15989.00
489.60	16237.00
490.37	16492.00
491.15	16768.00
491.92	17109.00
492.70	17451.00
493.47	17871.00
494.25	18219.00
495.02	18670.00
495.80	19103.00
496.57	19631.00
497.35	20067.00
498.12	20645.00
498.89	21235.00
499.67	21790.00
500.44	22437.00
501.22	23078.00
501.99	23656.00
502.77	24347.00
503.54	25021.00
504.31	25762.00
505.09	26511.00
505.86	27148.00
506.63	27876.00
507.41	28637.00
508.18	29290.00
508.96	30049.00
509.73	30756.00
510.50	31536.00
511.28	32198.00
512.05	33041.00
512.82	33682.00
513.59	34356.00
514.37	35165.00
515.14	35816.00
515.91	36472.00
516.69	37153.00
517.46	37806.00
518.23	38481.00
519.00	39052.00
519.78	39753.00
520.55	40389.00
521.32	41032.00
522.09	41635.00
522.87	42269.00
523.64	42794.00
524.41	43423.00
525.18	44006.00
525.95	44552.00
526.73	45099.00
527.50	45711.00
528.27	46163.00
529.04	46640.00
529.81	47185.00
530.59	47688.00
531.36	48133.00
532.13	48578.00
532.90	49122.00
533.67	49589.00
534.44	50078.00
535.21	50518.00
535.98	50957.00
536.76	51406.00
537.53	51878.00
538.30	52382.00
539.07	52723.00
539.84	53218.00
540.61	53815.00
541.38	54946.00
542.15	57925.00
542.92	59964.00
543.69	60630.00
544.46	61138.00
545.23	61446.00
546.00	61623.00
546.77	61595.00
547.54	61385.00
548.31	60552.00
549.08	58658.00
549.85	57505.00
550.62	57590.00
551.39	57732.00
552.16	57972.00
552.93	58210.00
553.70	58386.00
554.47	58729.00
555.24	58962.00
556.01	59216.00
556.78	59381.00
557.55	59594.00
558.32	59684.00
559.09	59975.00
559.85	59977.00
560.62	60206.00
561.39	60347.00
562.16	60468.00
562.93	60704.00
563.70	60869.00
564.47	60974.00
565.23	61027.00
566.00	61203.00
566.77	61339.00
567.54	61456.00
568.31	61623.00
569.08	61609.00
569.84	61694.00
570.61	61803.00
571.38	61806.00
572.15	61963.00
572.92	62400.00
573.68	62767.00
574.45	63082.00
575.22	63530.00
575.99	63815.00
576.75	63773.00
577.52	63648.00
578.29	63575.00
579.05	63390.00
579.82	62981.00
580.59	62591.00
581.36	62193.00
582.12	61656.00
582.89	61342.00
583.66	61209.00
584.42	61033.00
585.19	60881.00
585.96	60563.00
586.72	60416.00
587.49	60186.00
588.26	59891.00
589.02	59646.00
589.79	59379.00
590.55	59032.00
591.32	58834.00
592.09	58527.00
592.85	58131.00
593.62	57828.00
594.38	57617.00
595.15	57146.00
595.91	56838.00
596.68	56489.00
597.45	56124.00
598.21	55827.00
598.98	55370.00
599.74	55034.00
600.51	54664.00
601.27	54275.00
602.04	54032.00
602.80	53443.00
603.57	53144.00
604.33	52788.00
605.10	52395.00
605.86	51934.00
606.63	51675.00
607.39	51491.00
608.15	51109.00
608.92	50833.00
609.68	50591.00
610.45	50214.00
611.21	49758.00
611.98	49245.00
612.74	48887.00
613.50	48273.00
614.27	47718.00
615.03	47233.00
615.80	46574.00
616.56	46090.00
617.32	45564.00
618.09	45071.00
618.85	44617.00
619.61	44107.00
620.38	43570.00
621.14	43142.00
621.90	42661.00
622.67	42152.00
623.43	41701.00
624.19	41190.00
624.96	40809.00
625.72	40276.00
626.48	39756.00
627.24	39229.00
628.01	38765.00
628.77	38324.00
629.53	37843.00
630.29	37344.00
631.06	36858.00
631.82	36519.00
632.58	36032.00
633.34	35496.00
634.10	35070.00
634.87	34718.00
635.63	34175.00
636.39	33764.00
637.15	33330.00
637.91	32851.00
638.68	32446.00
639.44	32012.00
640.20	31538.00
640.96	31131.00
641.72	30715.00
642.48	30351.00
643.24	29851.00
644.00	29464.00
644.77	29077.00
645.53	28586.00
646.29	28195.00
647.05	27831.00
647.81	27377.00
648.57	27012.00
649.33	26586.00
650.09	26182.00
650.85	25812.00
651.61	25432.00
652.37	25065.00
653.13	24689.00
653.89	24260.00
654.65	23851.00
655.41	23477.00
656.17	23059.00
656.93	22725.00
657.69	22360.00
658.45	21990.00
659.21	21647.00
659.97	21187.00
660.73	20856.00
661.49	20495.00
662.25	20074.00
663.01	19704.00
663.77	19361.00
664.53	19063.00
665.29	18693.00
666.05	18355.00
666.80	18020.00
667.56	17654.00
668.32	17297.00
669.08	16968.00
669.84	16697.00
670.60	16383.00
671.36	16053.00
672.11	15798.00
672.87	15567.00
673.63	15215.00
674.39	14947.00
675.15	14755.00
675.91	14489.00
676.66	14284.00
677.42	14061.00
678.18	13885.00
678.94	13647.00
679.69	13476.00
680.45	13327.00
681.21	13120.00
681.97	13005.00
682.73	12783.00
683.48	12682.00
684.24	12519.00
685.00	12327.00
685.75	12161.00
686.51	12031.00
687.27	11846.00
688.02	11735.00
688.78	11595.00
689.54	11477.00
690.30	11307.00
691.05	11144.00
691.81	11018.00
692.56	10846.00
693.32	10701.00
694.08	10545.00
694.83	10394.00
695.59	10220.00
696.35	10100.00
697.10	9949.00
697.86	9818.00
698.61	9678.00
699.37	9534.00
700.13	9422.00
700.88	9290.00
701.64	9149.00
702.39	9013.00
703.15	8873.00
703.90	8769.00
704.66	8678.00
705.41	8537.00
706.17	8422.00
706.92	8336.00
707.68	8207.00
708.43	8084.00
709.19	7966.00
709.94	7854.00
710.70	7742.00
711.45	7633.00
712.21	7506.00
712.96	7372.00
713.72	7288.00
714.47	7211.00
715.22	7078.00
715.98	6945.00
716.73	6848.00
717.49	6703.00
718.24	6626.00
718.99	6544.00
719.75	6428.00
720.50	6365.00
721.26	6248.00
722.01	6167.00
722.76	6091.00
723.52	6025.00
724.27	5925.00
725.02	5887.00
725.78	5809.00
726.53	5719.00
727.28	5688.00
728.03	5607.00
728.79	5535.00
729.54	5491.00
730.29	5441.00
731.05	5375.00
731.80	5291.00
732.55	5261.00
733.30	5221.00
734.06	5156.00
734.81	5091.00
735.56	5060.00
736.31	4989.00
737.06	4965.00
737.82	4934.00
738.57	4857.00
739.32	4822.00
740.07	4770.00
740.82	4723.00
741.58	4692.00
742.33	4651.00
743.08	4610.00
743.83	4565.00
744.58	4529.00
745.33	4491.00
746.08	4455.00
746.84	4432.00
747.59	4412.00
748.34	4354.00
749.09	4323.00
749.84	4298.00
750.59	4264.00
751.34	4218.00
752.09	4181.00
752.84	4138.00
753.59	4106.00
